feature,occurrence_count
ct_state_ttl,10
dbytes,10
sttl,10
dload,10
ltime,10
ct_srv_src,10
dmeansz,10
sbytes,10
smeansz,10
ct_dst_src_ltm,10
ct_srv_dst,10
sload,9
sloss,8
dpkts,8
dttl,7
ct_dst_sport_ltm,7
stime,7
dloss,6
ct_src_dport_ltm,5
trans_depth,5
dur,5
ackdat,4
synack,4
sjit,4
spkts,3
tcprtt,2
stcpb,2
res_bdy_len,1
ct_dst_ltm,1
sintpkt,1
dintpkt,1
