feature,occurrence_count
sttl,10
smeansz,10
sbytes,10
ct_srv_dst,9
dmeansz,9
dbytes,8
ct_dst_src_ltm,8
trans_depth,8
ct_srv_src,5
stime,4
sloss,4
ltime,3
dload,3
synack,3
ct_state_ttl,2
sjit,1
sintpkt,1
stcpb,1
dtcpb,1
