feature,occurrence_count
Timestamp,15
Init Fwd Win Byts,10
Fwd Seg Size Min,10
ACK Flag Cnt,8
PSH Flag Cnt,7
Bwd Pkt Len Max,6
RST Flag Cnt,4
ECE Flag Cnt,3
URG Flag Cnt,3
Dst Port,2
Flow Pkts/s,2
Bwd Pkt Len Std,2
Protocol,2
Bwd Pkt Len Min,1
