feature,occurrence_count
ct_dst_src_ltm,10
dload,10
ct_dst_ltm,10
stime,10
dwin,10
sttl,10
swin,10
dttl,10
ct_state_ttl,10
ltime,10
ct_srv_src,10
ct_dst_sport_ltm,10
dmeansz,10
ct_srv_dst,10
smeansz,10
ct_src_dport_ltm,9
synack,8
dur,7
ct_src_ltm,6
tcprtt,5
trans_depth,5
dtcpb,3
sload,2
ct_ftp_cmd,2
stcpb,1
sjit,1
ackdat,1
