feature,occurrence_count
dload,10
ltime,10
sbytes,10
smeansz,10
sttl,10
ct_dst_src_ltm,10
ct_srv_dst,10
stime,10
dbytes,10
ct_srv_src,10
trans_depth,9
synack,9
dmeansz,9
sloss,8
sintpkt,8
dintpkt,8
sload,7
sjit,5
djit,4
ct_state_ttl,4
tcprtt,4
stcpb,3
dtcpb,3
dloss,3
ct_src_dport_ltm,3
spkts,2
ct_src_ltm,2
dpkts,2
ct_dst_ltm,2
ackdat,1
dur,1
ct_dst_sport_ltm,1
dttl,1
is_sm_ips_ports,1
