feature,occurrence_count
Timestamp,15
ACK Flag Cnt,14
Fwd Seg Size Min,9
Init Fwd Win Byts,8
PSH Flag Cnt,5
ECE Flag Cnt,4
Flow Duration,4
Fwd IAT Tot,4
URG Flag Cnt,3
Dst Port,3
Bwd Pkts/s,2
Bwd Pkt Len Max,2
RST Flag Cnt,1
Protocol,1
