feature,occurrence_count
ct_srv_src,10
sttl,10
dttl,9
ct_state_ttl,9
stime,8
smeansz,8
ct_srv_dst,8
ltime,8
ct_dst_src_ltm,5
dmeansz,5
swin,4
dtcpb,4
stcpb,4
dwin,3
ct_src_ltm,2
ct_dst_sport_ltm,2
tcprtt,1
