feature,occurrence_count
sttl,10
dbytes,9
ct_state_ttl,9
sbytes,9
ct_srv_dst,8
smeansz,8
ct_dst_src_ltm,7
dload,6
stime,5
ltime,5
dmeansz,5
ct_dst_sport_ltm,4
ct_srv_src,3
tcprtt,2
dttl,2
ct_src_dport_ltm,2
trans_depth,2
dloss,1
sjit,1
synack,1
ackdat,1
