feature,occurrence_count
Fwd Seg Size Min,15
Timestamp,15
PSH Flag Cnt,14
Init Fwd Win Byts,14
ACK Flag Cnt,13
Bwd Pkt Len Max,12
ECE Flag Cnt,11
RST Flag Cnt,11
Bwd Pkt Len Std,10
Dst Port,6
URG Flag Cnt,5
Bwd Pkt Len Mean,4
Bwd Pkts/s,3
Bwd Seg Size Avg,3
Flow Pkts/s,3
Protocol,3
Init Bwd Win Byts,2
Fwd Pkts/s,2
Flow Duration,2
Fwd IAT Tot,1
Bwd Pkt Len Min,1
