feature,occurrence_count
Timestamp,15
Fwd Seg Size Min,12
PSH Flag Cnt,11
Init Fwd Win Byts,10
Bwd Pkt Len Max,8
ACK Flag Cnt,4
Bwd Pkt Len Std,4
RST Flag Cnt,4
ECE Flag Cnt,3
Dst Port,2
URG Flag Cnt,1
Protocol,1
