feature,occurrence_count
Timestamp,12
ACK Flag Cnt,10
Dst Port,4
ECE Flag Cnt,3
PSH Flag Cnt,3
Fwd IAT Tot,3
Bwd Pkts/s,2
Init Fwd Win Byts,2
Fwd Seg Size Min,2
Flow Duration,2
RST Flag Cnt,1
URG Flag Cnt,1
